Index,Text,Clarity of Review,Justification of Scores,Depth of Analysis,Fairness and Objectivity,Constructiveness of Feedback,Engagement with Related Work,Accuracy in Understanding,Consistency of Evaluation,Identification of Novelty,Ethical Considerations and Responsibility
BJ8vJebC--R2,"This paper empirically investigates the performance of character-level NMT systems in the face of character-level noise, both synthesized and natural.  The results are not surprising:\n\n* NMT is terrible with noise. \n\n* But it improves on each noise type when it is trained on that noise type. \n\nWhat I like about this paper is that:\n\n1) The experiments are very carefully designed and thorough. \n\n2) This problem might actually matter.  Out of curiosity, I ran the example (Table 4) through Google Translate, and the result was gibberish.  But as the paper shows, it\u2019s easy to make NMT robust to this kind of noise, and Google (and other NMT providers) could do this tomorrow.  So this paper could have real-world impact. \n\n3) Most importantly, it shows that NMT\u2019s handling of natural noise does *not* improve when trained with synthetic noise; that is, the character of natural noise is very different.  So solving the problem of natural noise is not so simple\u2026 it\u2019s a *real* problem.  Speculating, again: commercial MT providers have access to exactly the kind of natural spelling correction data that the researchers use in this paper, but at much larger scale.  So these methods could be applied in the real world.  (It would be excellent if an outcome of this paper was that commercial MT providers answered it\u2019s call to provide more realistic noise by actually providing examples.) \n\nThere are no fancy new methods or state-of-the-art numbers in this paper.  But it\u2019s careful, curiosity-driven empirical research of the type that matters, and it should be in ICLR.",1,1,1,-1,1,1,1,1,-1,-1
BJ8vJebC--R3,"This paper investigates the impact of noisy input on Machine Translation, and tests simple ways to make NMT models more robust. \n\nOverall the paper is a clearly written, well described report of several experiments.  It shows convincingly that standard NMT models completely break down on both natural \""noise\"" and various types of input perturbations.  It then tests how the addition of noise in the input helps robustify the charCNN model somewhat.  The extent of the experiments is quite impressive: three different NMT models are tried, and one is used in extensive experiments with various noise combinations. \n\nThis study clearly addresses an important issue in NMT and will be of interest to many in the NLP community.  The outcome is not entirely surprising (noise hurts and training and the right kind of noise helps)  but the impact may be.  I wonder if you could put this in the context of \""training with input noise\"", which has been studied in Neural Network for a while (at least since the 1990s).  I.e. it could be that each type of noise has a different regularizing effect, and clarifying what these regularizers are may help understand the impact of the various types of noise.  Also, the bit of analysis in Sections 6.1 and 7.1 is promising, if maybe not so conclusive yet. \n\nA few constructive criticisms:\n\nThe way noise is included in training (sec. 6.2) could be clarified (unless I missed it) e.g. are you generating a fixed \""noisy\"" training set and adding that to clean data?  Or introducing noise \""on-line\"" as part of the training?  If fixed, what sizes were tried?  More information on the experimental design would help. \n\nTable 6 is highly suspect: Some numbers seem to have been copy-pasted in the wrong cells, eg. the \""Rand\"" line for German, or the Swap/Mid/Rand lines for Czech.  It's highly unlikely that training on noisy Swap data would yield a boost of +18 BLEU points on Czech -- or you have clearly found a magical way to improve performance. \n\nAlthough the amount of experiment is already important, it may be interesting to check whether all se2seq models react similarly to training with noise: it could be that some architecture are easier/harder to robustify in this basic way. \n\n[Response read -- thanks]\nI agree with authors that this paper is suitable for ICLR, although it will clearly be of interest to ACL/MT-minded folks.",1,1,1,-1,1,1,1,1,-1,-1
BJaU__eCZ-R1,"Quality\n\nThis is a very clear contribution which elegantly demonstrates the use of extensions of GAN variants in the context of neuroimaging. \n\nClarity\n\nThe paper is well-written.  Methods and results are clearly described.  The authors state significant improvements in classification using generated data.  These claims should be substantiated with significance tests comparing classification on standard versus augmented datasets. \n\nOriginality\n\nThis is one of the first uses of GANs in the context of neuroimaging.""  \n\nSignificance \n\nThe approach outlined in this paper may spawn a new research direction. \n\nPros\n\nWell-written and original contribution demonstrating the use of GANs in the context of neuroimaging. \n\nCons\n\nThe focus on neuroimaging might be less relevant to the broader AI community",1,1,1,-1,1,1,1,1,1,-1
BJaU__eCZ-R2,"This paper proposes to use 3D conditional GAN models to generate\nfMRI scans.  Using the generated images, paper reports improvement\nin classification accuracy on various tasks. \n\nOne claim of the paper is that a generative model of fMRI\ndata can help to caracterize and understand variability of scans\nacross subjects. \n\nArticle is based on recent works such as Wasserstein GANs and AC-GANs\nby (Odena et al., 2016). \n\nDespite the rich literature of this recent topic the related work\nsection is rather convincing. \n\nModel presented extends IW-GAN by using 3D convolution and also\nby supervising the generator using sample labels. 1\n\nMajor:\n\n- The size of the generated images is up to 26x31x22 which is limited\n(about half the size of the actual resolution of fMRI data).  As a\nconsequence results on decoding learning task using low resolution\nimages can end up worse than with the actual data (as pointed out). \nWhat it means is that the actual impact of the work is probably limited. \n\n- Generating high resolution images with GANs even on faces for which\nthere is almost infinite data is still a challenge.  Here a few thousand\ndata points are used.  So it raises too concerns: First is it enough? \nUsing so-called learning curves is a good way to answer this.  Second\nis what are the contributions to the state-of-the-art of the 2\nmethods introduced?  Said differently, as there\nis no classification results using images produced by an another\nGAN architecture it is hard to say that the extra complexity\nproposed here (which is a bit contribution of the work) is actually\nnecessary. \n\nMinor:\n\n- Fonts in figure 4 are too small.\n",1,1,1,-1,1,1,1,1,-1,-1
BJaU__eCZ-R3,"The work is motivated by a real challenge of neuroimaging analysis: how to increase the amount of data to support the learning of brain decoding. \nThe contribution seems to mix two objectives: on one hand to prove that it is possible to do data augmentation for fMRI brain decoding, on the other hand to design (or better to extend) a new model (to be more precise two models). \nConcerning the first objective the empirical results do not provide meaningful support that the generative model is really effective.  The improvement is really tiny and a statistical test (not included in the analysis) probably wouldn't pass a significant threshold.   This analysis is missing a straw man.  It is not clear whether the difference in the evaluation measures is related to the greater number of examples or by the specific generative model. \nConcerning the contribution of the model, one novelty is the conditional formulation of the discriminator.  The design of the empirical evaluation doesn't address the analysis of the impact of this new formulation.  It is not clear whether the supposed improvement is related to the conditional formulation.  \nFigure 3 and Figure 5 illustrate the brain maps generated for Collection 1952 with ICW-GAN and for collection 503 with ACD-GAN.  It is not clear how the authors operated the choices of these figures.  From the perspective of neuroscience a reader,  would expect to look at the brain maps for the same collection with different methods.  The pairwise brain maps would support the interpretation of the generated data.  It is worthwhile to remember that the location of brain activations is crucial to detect whether the brain decoding (classification) relies on artifacts or confounds. \n\nMinor comments\n- typos: \""a first application or this\"" => \""a first application of this\"" (p.2)\n- \""qualitative quality\"" (p.2)",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJB7fkWR--R1,"In this paper, the authors propose a new approach for learning underlying structure of visually distinct games. \n\nThe proposed approach combines convolutional layers for processing input images, Asynchronous Advantage Actor Critic for deep reinforcement learning task and adversarial approach to force the embedding representation to be independent of the visual representation of games.  \n\nThe network architecture is suitably described and seems reasonable to learn simultaneously similar games, which are visually distinct.  However, the authors do not explain how this architecture can be used to do the domain adaptation.  \nIndeed, if some games have been learnt by the proposed algorithm, the authors do not precise what modules have to be retrained to learn a new game.  This is a critical issue, because the experiments show that there is no gain in terms of performance to learn a shared embedding manifold (see DA-DRL versus baseline in figure 5). \nIf there is a gain to learn a shared embedding manifold, which is plausible, this gain should be evaluated between a baseline, that learns separately the games, and an algorithm, that learns incrementally the games.  \nMoreover, in the experimental setting, the games are not similar but simply the same. \n\nMy opinion is that this paper is not ready for publication.  The interesting issues are referred to future works.\n",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJB7fkWR--R2,"This paper introduces a method to learn a policy on visually different but otherwise identical games.  While the idea would be interesting in general,  unfortunately the experiment section is very much toy example so that it is hard to know the applicability of the proposed approach to any more reasonable scenario.  Any sort of remotely convincing experiment is left to 'future work'. \n\nThe experimental setup is 4x4 grid world with different basic shape or grey level rendering.  I am quite convinced that any somewhat correctly setup vanilla deep RL algorithm would solve these sort of tasks/ ensemble of tasks almost instantly out of the box. \n\nFigure 5: Looks to me like the baseline is actually doing much better than the proposed methods? \n\nFigure 6: Looking at those 2D PCAs, I am not sure any of those method really abstracts the rendering away.  Anyway, it would be good to have a quantified metric on this, which is not just eyeballing PCA scatter plots.",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJB7fkWR--R3,"- This paper discusses an agent architecture which uses a shared representation to train multiple tasks with different sprite level visual statistics.  The key idea is that the agent learns a shared representations for tasks with different visual statistics \n\n- A lot of important references  touching on very similar ideas are missing.  For e.g. \""Unsupervised Pixel-level Domain Adaptation with Generative Adversarial Networks\"", \""Using Simulation and Domain Adaptation to Improve Efficiency of Deep Robotic Grasping\"", \""Schema Networks: Zero-shot Transfer with a Generative Causal Model of Intuitive Physics\"".  \n\n- This paper has a lot of orthogonal details.  For instance sec 2.1 reviews the history of games and AI, which is besides the key point and does not provide any literary context.  \n\n- Only single runs for the results are shown in plots.  How statistically valid are the results? \n\n- In the last section authors mention the intent to do future work on atari and other env.  Given that this general idea has been discussed in the literature several times, it seems imperative to at least scale up the experiments before the paper is ready for publication",1,1,1,-1,1,-1,-1,-1,-1,-1
BJcAWaeCW-R1,"The authors try to combine the power of GANs with hierarchical community structure detections.  While the idea is sound,  many design choices of the system is questionable.  The problem is particularly aggravated by the poor presentation of the paper, creating countless confusions for readers.  I do not recommend the acceptance of this draft. \n\nCompared with GAN, traditional graph analytics is model-specific and non-adaptive to training data.  This is also the case for hierarchical community structures.  By building the whole architecture on the Louvain method, the proposed method is by no means truly model-agnostic.  In fact, if the layers are fine enough, a significant portion of the network structure will be captured by the sum-up module instead of the GAN modules, rendering the overall behavior dominated by the community detection algorithm.  \n\nThe evaluation remains superficial with minimal quantitative comparisons.  Treating degree distribution and clustering coefficient (appeared as cluster coefficient in draft) as global features is problematic.   They are merely global average of local topological features which is incapable of capturing true long-distance structures in graphs.   \n\nThe writing of the draft leaves much to be desired.  The description of the architecture is confusing with design choices never clearly explained.  Multiple concepts needs better introduction, including the very name of their model GTI and the idea of stage identification.  Not to mention numerous grammatical errors, I suggest the authors seek professional English writing services.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BJcAWaeCW-R2,"Quality: The work has too many gaps for the reader to fill in.  The generator (reconstructed matrix) is supposed to generate a 0-1 matrix (adjacency matrix) and allow backpropagation of the gradients to the generator.  I am not sure how this is achieved in this work.  The matrix is not isomorphic invariant and the different clusters don\u2019t share a common model.  Even implicit models should be trained with some way to leverage graph isomorphisms and pattern similarities between clusters.  How can such a limited technique be generalizing?  There is no metric in the results showing how the model generalizes, it may be just overfitting the data.\ n\nClarity: The paper organization needs work; there are also some missing pieces to put the NN training together.  It is only in Section 2.3 that the nature of G_i^\\prime becomes clear,  although it is used in Section 2.2. Equation (3) is rather vague for a mathematical equation.  From what I understood from the text, equation (3) creates a binary matrix from the softmax output using an indicator function.  If the output is binary, how can the gradients backpropagate? Is it backpropagating with a trick like the Gumbel-Softmax trick of Jang, Gu, and Poole 2017 or Bengio\u2019s path derivative estimator?  This is a key point not discussed in the manuscript.  \nAnd if I misunderstood the sentence \u201cturn re_G into a binary matrix\u201d and the values are continuous, wouldn\u2019t the discriminator have an easy time distinguishing the generated data from the real data.  And wouldn\u2019t the generator start working towards vanishing gradients in its quest to saturate the re_G output? \n\nOriginality: The work proposes an interesting approach: first cluster the network, then learning distinct GANs over each cluster.  There are many such ideas now on ArXiv but it would be unfair to contrast this approach with unpublished work.  There is no contribution in the GAN / neural network aspect.  It is also unclear whether the model generalizes.  I don\u2019t think this is a good fit for ICLR. \n\nSignificance: Generating graphs is an important task in in relational learning tasks, drug discovery, and in learning to generate new relationships from knowledge bases.  The work itself, however, falls short of the goal.  At best the generator seems to be working but I fear it is overfitting.  The contribution for ICLR is rather minimal, unfortunately",1,1,1,1,1,1,1,1,-1,-1
BJcAWaeCW-R3,"The proposed approach, GTI, has many free parameters: number of layers L, number of communities in each layer, number of non-overlapping subgraphs M, number of nodes in each subgraph k, etc.   No analysis is reported on how these affect the performance of GTI. \n\nGTI uses the Louvain hierarchical community detection method to identify the hierarchy in the graph and METIS to partition the communities.   How important are these two methods to the success of GTI? \n\nWhy is it reasonable to restore a k-by-k adjacency matrix from the standard uniform distribution (as stated in Section 2.1)? \n\nWhy is the stride for the convolutional/deconvoluational layers set to 2 (as stated in Section 2.1)? \n\nEquation 1 has a symbol E in it.   E is defined (in Section 2.2) to be \""all the inter-subgraph (community) edges identified by the Louvain method for each hierarchy. \""  However, E can be intra-community because communities are partitioned by METIS.   More discussion is needed about the role of edges in E.  \n\nEquation 3 sparsifies (i.e. prunes the edges) of a graph -- namely $re_{G}$.   However, it is not clear how one selects a $re^{i}{G}$ from among the various i values.   The symbol i is an index into $CV_{i}$, the cut-value of the i-th largest unique weight-value. \n\nWas the edge-importance reported in Section 2.3 checked against various measures of edge importance such as edge betweenness? \n\nTable 1 needs more discussion in terms of retained edge percentage for ordered stages.   Should one expect a certain trend in these sequences? \n\nAlmost all of the experiments are qualitative and can be easily made quantitive by comparing PageRank or degree of nodes. \n\nThe discussion on graph sampling does not include how much of the graph was sampled.   Thus, the comparisons in Tables 2 and 3 are not fair.\n\nThe most realistic graph generator is the BTER model.  See http://www.sandia.gov/~tgkolda/bter_supplement/ and http://www.sandia.gov/~tgkolda/feastpack/doc_bter_match.html.\n\nA minor point: The acronym GTI is never defined.",1,1,1,-1,1,1,1,1,-1,-1
BJDEbngCZ-R1,"The work investigates convergence guarantees of gradient-type policies for reinforcement learning and continuous control\nproblems, both in deterministic and randomized case, whiling coping with non-convexity of the objective.  I found that the paper suffers many shortcomings that must be addressed:\n\n1) The writing and organization is quite cumbersome and should be improved. \n2) The authors state in the abstract (and elsewhere): \""... showing that (model free) policy gradient methods globally converge to the optimal solution ...\"". This is misleading and NOT true.  The authors show the convergence of the objective but not of the iterates sequence.  This should be rephrased elsewhere. \n3) An important literature on convergence of descent-type methods for semialgebraic objectives is available but not discussed.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BJDEbngCZ-R2,"I find this paper not suitable for ICLR.  All the results are more or less direct applications of existing optimization techniques, and not provide fundamental new understandings of the learning REPRESENTATION.",1,1,-1,-1,-1,-1,-1,-1,-1,-1
BJDEbngCZ-R3,"The paper studies the global convergence for policy gradient methods for linear control problems.  \n(1) The topic of this paper seems to have minimal connection with ICRL.  It might be more appropriate for this paper to be reviewed at a control/optimization conference, so that all the technical analysis can be evaluated carefully.  \n\n(2) I am not convinced if the main results are novel.  The convergence of policy gradient does not rely on the convexity of the loss function, which is known in the community of control and dynamic programming.  The convergence of policy gradient is related to the convergence of actor-critic, which is essentially a form of policy iteration.  \n\n(3) The main results of this paper seem technical sound.  However, the results seem a bit limited because it does not apply to neural-network function approximator.  It does not apply to the more general control problem rather than quadratic cost function, which is quite restricted.  I might have missed something here.  I strongly suggest that these results be submitted to a more suitable venue.\n\n",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJDH5M-AW-R1,"Summary: This work proposes a way to create 3D objects to fool the classification of their pictures from different view points by a neural network. \nRather than optimizing the log-likelihood of a single example, the optimization if performed over a the expectation of a set of transformations of sample images.  Using an inception v3 net, they create adversarial attacks on a subset of the imagenet validation set transformed by translations, lightening conditions, rotations, and scalings among others, and observe a drop of the classifier accuracy performance from 70% to less than 1%.  They also create two 3D printed objects which most pictures taken from random viewpoints are fooling the network in its class prediction. \n \n\nMain comments:\n- The idea of building 3D adversarial objects is novel so the study is interesting.  However, the paper is incomplete, with a very low number of references, only 2 conference papers if we assume the list is up to date.  \nSee for instance Cisse et al. Houdini: fooling Deep Structured Prediction Models, NIPS 2017 for a recent list of related work in this research area.  \n- The presentation of the results is not very clear.   See specific comments below.\n- It would be nice to include insights to improve neural nets to become less sensitive to these attacks.  \n\n\nMinor comments:\nFig1 : a bug with color seems to have been fixed\nModel section: be consistent with the notations.   Bold everywhere or nowhere \nResults: The tables are difficult to read and should be clarified: \nWhat does the l2 metric stands for ?  \nHow about min, max ? \nAccuracy -> classification accuracy \nModels -> 3D models\nDescribe each metric (Adversarial, Miss-classified, Correct)\n",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BJDH5M-AW-R2,"The authors present a method to enable robust generation of adversarial visual\ninputs for image classification. \n\nThey develop on the theme that 'real-world' transformations typically provide a\ncountermeasure against adversarial attacks in the visual domain, to show that\ncontextualising the adversarial exemplar generation by those very\ntransformations can still enable effective adversarial example generation. \n\nThey adapt an existing method for deriving adversarial examples to act under a\nprojection space (effectively a latent-variable model) which is defined through\na transformations distribution. \n\nThey demonstrate the effectiveness of their approach in the 2D and 3D\n(simulated and real) domains. \n\nThe paper is clear to follow and the objective employed appears to be sound.  I\nlike the idea of using 3D generation, and particularly, 3D printing, as a means\nof generating adversarial examples -- there is definite novelty in that\nparticular exploration for adversarial examples. \n\nI did however have some concerns:\n\n1. What precisely is the distribution of transformations used for each \n   experiment?  Is it a PCFG?  Are the different components quantised such that\n   they are discrete rvs, or are there still continuous rvs? (For example, is\n   lighting discretised to particular locations or taken to be (say) a 3D\n   Gaussian?)  And on a related note, how were the number of sampled \n   transformations chosen? \n\n   Knowing the distribution (and the extent of it's support) can help situate\n   the effectiveness of the number of samples taken to derive the adversarial\n   input. \n\n2. While choosing the distance metric in transformed space, LAB is used, but\n   for the experimental results, l_2 is measured in RGB space -- showing the\n   RGB distance is perhaps not all that useful given it's not actually being\n   used in the objective.  I would perhaps suggest showing LAB, maybe in\n   addition to RGB if required. \n\n3. Quantitative analysis: I would suggest reporting confidence intervals;\n   perhaps just the 1st standard deviation over the accuracies for the true and\n   'adversarial' labels -- the min and max don't help too much in understanding\ n   what effect the monte-carlo approximation of the objective has on things. \n\n   Moreover, the min and max are only reported for the 2D and rendered 3D\n   experiments -- it's missing for the 3D printing experiment. \n\n4. Experiment power: While the experimental setup seems well thought out and\n   structured, the sample size (i.e, the number of entities considered) seems a\n   bit too small to draw any real conclusions from.  There are 5 exemplar\n   objects for the 3D rendering experiment and only 2 for the 3D printing one. \n\n   While I understand that 3D printing is perhaps not all that scalable to be\n   able to rattle off many models, the 3D rendering experiment surely can be\n   extended to include more models?  Were the turtle and baseball models chosen\n   randomly, or chosen for some particular reason?  Similar questions for the 5\n   models in the 3D rendering experiment. \n\n5. 3D printing experiment transformations: While the 2D and 3D rendering\n   experiments explicitly state that the sampled transformations were random,\n   the 3D printing one says \""over a variety of viewpoints\"".  Were these\n   viewpoints chosen randomly? \n\nMost of these concerns are potentially quirks in the exposition rather than any\nissues with the experiments conducted themselves.  For now, I think the\nsubmission is good for a weak accept  \u2013- if the authors address my concerns, and/or\ncorrect my potential misunderstanding of the issues, I'd be happy to upgrade my\nreview to an accept.",1,1,1,-1,1,1,1,1,1,-1
BJDH5M-AW-R3,"The paper proposes a method to synthesize adversarial examples that remain robust to different 2D and 3D perturbations.  The paper shows this is effective by transferring the examples to 3D objects that are color 3D-printed and show some nice results. \n\nThe experimental results and video showing that the perturbation is effective for different camera angles, lighting conditions and background is quite impressive.  This work convincingly shows that adversarial examples are a real-world problem for production deep-learning systems rather than something that is only academically interesting. \n\nHowever, the authors claim that standard techniques require complete control and careful setups (e.g. in the camera case) is quite misleading, especially with regards to the work by Kurakin et. al.  This paper also seems to have some problems of its own (for example the turtle is at relatively the same distance from the camera in all the examples, I expect the perturbation wouldn't work well if it was far enough away that the camera could not resolve the HD texture of the turtle). \n\nOne interesting point this work raises is whether the algorithm is essentially learning universal perturbations (Moosavi-Dezfooli et. al).  If that's the case then complicated transformation sampling and 3D mapping setup would be unnecessary.  This may already be the case since the training set already consists of multiple lighting, rotation and camera type transformations so I would expect universal perturbations to already produce similar results in the real-world. \n\nMinor comments:\nSection 1.1: \""a affine\"" -> \""an affine\""\nTypo in section 3.4: \""of a of a \""\nIt's interesting in figure 9 that the crossword puzzle appears in the image of the lighthouse. \n\nMoosavi-Dezfooli, S. M., Fawzi, A., Fawzi, O., & Frossard, P. Universal adversarial perturbations. CVPR 2017.",1,1,1,-1,1,1,1,1,-1,-1
BJehNfW0--R1,"The paper adds to the discussion on the question whether Generative Adversarial Nets (GANs) learn the target distribution.  Recent theoretical analysis of GANs by Arora et al. show that of the discriminator capacity of is bounded, then there is a solution the closely meets the objective but the output distribution has a small support.  The paper attempts to estimate the size of the support for solutions produced by typical GANs experimentally.  The main idea used to estimate the support is the Birthday theorem that says that with probability at least 1/2, a uniform sample (with replacement) of size S from a set of  N elements will have a duplicate given S > \\sqrt{N}.  The suggested plan is to manually check for duplicates in a sample of size s and if duplicate exists, then estimate the size of the support to be s^2.  One should note that the birthday theorem assumes uniform sampling.   In the revised versions, it has been clarified that the tested distribution is not assumed to be uniform but the distribution has \""effectively\"" small support size using an indistinguishability notion.  Given this method to estimate the size of the support, the paper also tries to study the behaviour of estimated support size with the discriminator capacity.  Arora et al. showed that the output support size has nearly linear dependence on the discriminator capacity.  Experiments are conducted in this paper to study this behaviour by varying the discriminator capacity and then estimating the support size using the idea described above.  A result similar to that of Arora et al. is also given for the special case of Encoder-Decoder GAN. \n\nEvaluation: \nSignificance: The question whether GANs learn the target distribution is important and any  significant contribution to this discussion is of value.  \n\nClarity: The paper is written well and the issues raised are well motivated and proper background is given.  \n\nOriginality: The main idea of trying to estimate the size of the support using a few samples by using birthday theorem seems new.  \n\nQuality: The main idea of this work is to give a estimation technique for the support size for the output distribution of GANs. \n",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJehNfW0--R2,"This paper proposes a clever new test based on the birthday paradox for measuring diversity in generated samples.  The main goal is to quantify mode collapse in state-of-the-art generative models.  The authors also provide a specific theoretical construction that shows bidirectional GANs cannot escape specific cases of mode collapse. \nUsing the birthday paradox test, the experiments show that GANs can learn and consistently reproduce the same examples, which are not necessarily exactly the same as training data (eg. the triplets in Figure 1). \nThe results are interpreted to mean that mode collapse is strong in a number of state-of-the-art generative models. \nBidirectional models (ALI, BiGANs) however demonstrate significantly higher diversity that DCGANs and MIX+DCGANs. \nFinally, the authors verify empirically the hypothesis that diversity grows linearly with the size of the discriminator. \n\nThis is a very interesting area and exciting work.  The main idea behind the proposed test is very insightful.  The main theoretical contribution stimulates and motivates much needed further research in the area.  In my opinion both contributions suffer from some significant limitations.  However, given how little we know about the behavior of modern generative models, it is a good step in the right direction. \n\n\n1. The biggest issue with the proposed test is that it conflates mode collapse with non-uniformity.  The authors do mention this issue, but do not put much effort into evaluating its implications in practice, or parsing Theorems 1 and 2.  My current understanding is that, in practice, when the birthday paradox test gives a collision I have no way of knowing whether it happened because my data distribution is modal, or because my generative model has bad diversity.  Anecdotally, real-life distributions are far from uniform, so this should be a common issue.  I would still use the test as a part of a suite of measurements, but I would not solely rely on it.  I feel that the authors should give a more prominent disclaimer to potential users of the test. \n\n2. Also, given how mode collapse is the main concern, it seems to me that a discussion on coverage is missing.  The proposed test is a measure of diversity, not coverage, so it does not discriminate between a generator that produces all of its samples near some mode and another that draws samples from all modes of the true data distribution.  As long as they yield collisions at the same rate, these two generative models are \u2018equally diverse\u2019. Isn\u2019t coverage of equal importance? \n\n3. The other main contribution of the paper is Theorem 3, which shows\u2014via a very particular construction on the generator and encoder\u2014that bidirectional GANs can also suffer from serious mode collapse.  I welcome and are grateful for any theory in the area.  This theorem might very well capture the underlying behavior of bidirectional GANs, however, being constructive, it guarantees nothing in practice.  In light of this, the statement in the introduction that \u201cencoder-decoder training objectives cannot avoid mode collapse\u201d might need to be qualified.  In particular, the current statement seems to obfuscate the understanding that training such an objective would typically not result into the construction of Theorem 3.",1,1,1,1,1,1,1,1,1,-1
BJehNfW0--R3,"The article \""Do GANs Learn the Distribution?  Some Theory and Empirics\"" considers the important problem of quantifying whether the distributions obtained from generative adversarial networks come close to the actual distribution of images.  The authors argue that GANs in fact generate the distributions with fairly low support. \n\nThe proposed approach relies on so-called birthday paradox which allows to estimate the number of objects in the support by counting number of matching (or very similar) pairs in the generated sample.  This test is expected to experimentally support the previous theoretical analysis by Arora et al. (2017).  The further theoretical analysis is also performed showing that for encoder-decoder GAN architectures the distributions with low support can be very close to the optimum of the specific (BiGAN) objective. \n\nThe experimental part of the paper considers the CelebA and CIFAR-10 datasets.  We definitely see many very similar images in fairly small sample generated.  So, the general claim is supported.  However, if you look closely at some pictures, you can see that they are very different though reported as similar.  For example, some deer or truck pictures.  That's why I would recommend to reevaluate the results visually, which may lead to some change in the number of near duplicates and consequently the final support estimates. \n\nTo sum up, I think that the general idea looks very natural and the results are supportive.  On theoretical side, the results seem fair (though I didn't check the proofs) and, being partly based on the previous results of Arora et al. (2017), clearly make a step further.",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJgd7m0xRZ-R1,"The authors propose a defense against attacks on the security of one-class SVM based anonaly detectors.  The core idea is to perform a random projection of the data (which is supposed to decrease the impact from adversarial distortions).  The approach is empirically tested on the following data: MNIST, CIFAR, and SVHN. \n\nThe paper is moderately well written and structured.  Command of related work is ok,  but some relevant refs are missing (e.g., Kloft and Laskov, JMLR 2012).   The empirical results actually confirm that indeed the strategy of reducing the dimensionality using random projections reduces the impact from adversarial distortions.   This is encouraging.  Right now, there is no theoretical justification for the approach, nor even a (in my opinion) convincing movitation/Intuition behind the approach.  Also, the attack model should formally introduced. \n\nIn summary, I d like to encourage the authors to further investigate into their approach, but I am not convinced by the manuscript in the current form.  It lacks both in sound theoretical justification and intuitive motivation of the approach.  The experiments, however, show clearly advantages of the approach  (again, here further experiments are necessary, e.g., varying the dose of adversarial points).",1,1,1,-1,-1,-1,-1,-1,-1,-1
BJgd7m0xRZ-R2,"In this paper, the authors explore how using random projections can be used to make OCSVM robust to adversarially perturbed training data.   While the intuition is nice and interesting,  the paper is not very clear in describing the attack and the experiments do not appropriately test whether this method actually provides robustness. \n\nDetails:\nhave been successfully in anomaly detection --> have been successfully used in anomaly detectionP \n\n\""The adversary would select a random subset of anomalies, push them towards the normal data cloud and inject these perturbed points into the training set\"" -- This seems backwards.   As in the example that follows, if the adversary wants to make anomalies seem normal at test time, it should move normal points outward from the normal point cloud (eg making a 9 look like a weird 7). \n\nAs s_attack increases, the anomaly data points are moved farther away from the normal data cloud, altering the position of the separating hyperplane. -- This seems backwards from Fig 2.    From (a) to (b) the red points move closer to the center while in (c) they move further away (why?).    The blue points seem to consistently become more dense from (a) to (c).  \n\nThe attack model is too rough.    It seems that without bounding D, we can make the model arbitrarily bad, no?    Assumption 1 alludes to this but doesn't specify what is \""small\""?    Also the attack model is described without considering if the adversary knows the learner's algorithm.    Even if there is randomness, can the adversary take actions that account for that randomness?  \n\nDoes selecting a projection based on compactness remove the randomness?  \n\nExperiments -- why/how would you have distorted test data?    Making an anomaly seem normal by distorting it is easy.  \n\nI don't see experiments comparing having random projections and not.    This seems to be the fundamental question -- do random projects help in the train_D | test_C case?  \n\nExperiments don't vary the attack much to understand how robust the method is.",1,1,1,-1,1,-1,-1,-1,-1,-1
