Index,Text,Clarity of Review,Justification of Scores,Depth of Analysis,Fairness and Objectivity,Constructiveness of Feedback,Engagement with Related Work,Accuracy in Understanding,Consistency of Evaluation,Identification of Novelty,Ethical Considerations and Responsibility
HydnA1WCb-R3,"SUMMARY: This work is about prototype networks for image classification.  The idea is to jointly embed an image and a \""confidence measure\"" into a latent space, and to use these embeddings to define prototypes together with confidence estimates.  A Gaussian model is used for representing these confidences as covariance matrices.  Within a class, the inverse covariance matrices of all corresponding images are averaged to for the inverse class-specific matrix S-C, and this S_C defines the tensor in the Mahalanobis metric for measuring the distances to the prototype.  \n\nEVALUATION:\nCLARITY: I found the paper difficult to read.  In principle, the idea seems to be clear, but then the description and motivation of the model remains very vague.  For instance, what is the the precise meaning of an image-specific covariance matrix (supported by just one point)?   What is the motivation to just average the inverse covariance matrices to compute S_C?   Why isn't the covariance matrix estimated in the usual way as the empirical covariance in the embedding space?   \nNOVELTY: Honestly, I had difficulties to see which parts of this work could be sufficiently novel.   The idea of using a Gaussian model and its associated Mahalanobis metric is certainly interesting,   but also a time-honored concept.   The experiments focus very specifically on the omniglot dataset, and it is not entirely clear to me what  should be concluded from the results presented.   Are you sure that there is any significant improvement over the models in (Snell et al, Mishra et al, Munkhandalai & Yu, Finn et al.)?   \n\n\n""",1,1,1,1,-1,1,1,1,1,-1
HyEi7bWR--R1,"This manuscript introduce a scheme for learning the recurrent parameter matrix in a neural network that uses the Cayley transform and a scaling weight matrix.  This scheme leads to good performance on sequential data tasks and requires fewer parameters than other techniques \n\nComments:\n-- It\u2019s not clear to me how D is determined for each test.  Given the definition in Theorem 3.1 it seems like you would have to have some knowledge of how many eigenvalues in W you expect to be close to -1.   \n-- For the copying and adding problem test cases, it might be useful to clarify or cite something clarifying that the failure mode RNNs run into with temporal ordering problems is an exploding gradient, rather than any other pathological training condition, just to make it clear why these experiments are relevant.  \n-- The ylabel in Figure 1 is \u201cTest Loss\u201d which I didn\u2019t see defined.  Is this test loss the cross entropy?  If so, I think it would be more effective to label the plot with that. \n-- The plots in figure 1 and 2 have different colors to represent the same set of techniques.  I would suggest keeping a  consistent color scheme \n-- It looks like in Figure 1 the scoRNN is outperformed by the uRNN in the long run in spite of the scoRNN convergence being smoother, which should be clarified. \n-- It looks like in Figure 2 the scoRNN is outperformed by the LSTM across the board, which should be clarified. \n-- How is test set accuracy defined in section 5.3?  Classifying digits? Recreating digits?  \n-- When discussing table 1, the manuscript mentions scoRNN and Restricted-capacity uRNN have similar performance for 16k parameters and then state that scoRNN has the best test accuracy at 96.2%.  However, there is no example for restricted-capacity uRNN with 69k parameters to show that the performance of restricted-capacity uRNN doesn't also increase similarly with more parameters. \n-- Overall it\u2019s unclear to me how to completely determine the benefit of this technique over the others because, for each of the tests, different techniques may have superior performance.  For instance, LSTM performs best in 5.2 and in 5.3 for the MNIST test accuracy.  scoRNN and Restricted-capacity uRNN perform similarly for permuted MNIST Test Accuracy in 5.3.  Finally, scoRNN seems to far outperform the other techniques in table 2 on the TIMIT speech dataset.  I don\u2019t understand the significance of each test and why the relative performance of the techniques vary from one to the other. \n-- For example, the manuscript seems to be making the case that the scoRNN gradients are more stable than those of a uRNN, but all of the results are presented in terms of network accuracy and not gradient stability.  You can sort of see that generally the convergence is more gradual for the scoRNN than the uRNN from the training graphs but it'd be nice if there was an actual comparison of the stability of the gradients during training (as in Figure 4 of the Arjovsky 2016 paper being compared to for instance) just to make it really clear.",1,1,1,1,1,-1,1,1,1,1
HyEi7bWR--R2,"This paper suggests an RNN reparametrization of the recurrent weights with a skew-symmetric matrix using Cayley transform to keep the recurrent weight matrix orthogonal.  They suggest that they reparametrization leads to superior performance compare to other forms of Unitary Recurrent Networks. \n\nI think the paper is well-written.   Authors have discussed previous works adequately and provided enough insight and motivation about the proposed method. \n\nI have two questions from authors:\n\n1- What are the hyperparameters that you optimized in experiments? \n\n2- How sensitive is the results to the number of -1 in the diagonal matrix? \n\n3- ince the paper is not about compression, it might be unfair to limit the number of hidden units in LSTMs just to match the number of parameters to RNNs.  In MNIST experiment, for example, better numbers are reported for larger LSTMs.  I think matching the number of hidden units could be helpful.  Also, one might want to know if the scoRNN is still superior in the regime where the number of hidden units is about 1000.  I appreciate if authors can provide more results in these settings.\n\n",1,1,1,1,1,1,1,1,1,-1
HyEi7bWR--R3,"The paper is clearly written, with a good coverage of previous relevant literature.  \nThe contribution itself is slightly incremental, as several different parameterization of orthogonal or almost-orthogonal weight matrices for RNN have been introduced. \nTherefore, the paper must show that this new method performs better in some way compared with previous methods.  They show that the proposed method is competitive on several datasets and a clear winner on one task: MSE on TIMIT. \n\nPros:\n1. New, relatively simple method for learning orthogonal weight matrices for RNN \n\n2. Clearly written\ n\n3. Quite good results on several relevant tasks. \n\nCons:\n1. Technical novelty is somewhat limited \n\n2. Experiments do not evaluate run time, memory use, computational complexity, or stability.  Therefore it is more difficult to make comparisons: perhaps restricted-capacity uRNN is 10 times faster than the proposed method?",1,1,1,1,1,1,1,1,1,-1
Hyg0vbWC--R1,"This paper considers the task of generating Wikipedia articles as a combination of extractive and abstractive multi-document summarization task where input is the content of reference articles listed in a Wikipedia page along with the content collected from Web search and output is the generated content for a target Wikipedia page.  The authors at first reduce the input size by using various extractive strategies and then use the selected content as input to the abstractive stage where they leverage the Transformer architecture with interesting modifications like dropping the encoder and proposing alternate self-attention mechanisms like local and memory compressed attention.    \n\nIn general, the paper is well-written and the main ideas are clear.  However, my main concern is the evaluation.  It would have been nice to see how the proposed methods perform with respect to the existing neural abstractive summarization approaches.  Although authors argue in Section 2.1 that existing neural approaches are applied to other kinds of datasets where the input/output size ratios are smaller,  experiments could have been performed to show their impact.  Furthermore, I really expected to see a comparison with Sauper & Barzilay (2009)'s non-neural extractive approach of Wikipedia article generation, which could certainly strengthen the technical merit of the paper. \n\nMore importantly, it was not clear from the paper if there was a constraint on the output length when each model generated the Wikipedia content.  For example, Figure 5-7 show variable sizes of the generated outputs.  With a fixed reference/target Wikipedia article, if different models generate variable sizes of output, ROUGE evaluation could easily pose a bias on a longer output as it essentially counts overlaps between the system output and the reference.  \n\nIt would have been nice to know if the proposed attention mechanisms account for significantly better results than the T-ED and T-D architectures.  Did you run any statistical significance test on the evaluation results?  \n\nAuthors claim that the proposed model can generate \""fluent, coherent\"" output, however, no evaluation has been conducted to justify this claim.  The human evaluation only compares two alternative models for preference, which is not enough to support this claim.   I would suggest to carry out a DUC-style user evaluation (http://www-nlpir.nist.gov/projects/duc/duc2007/quality-questions.txt) methodology to really show that the proposed method works well for abstractive summarization. \n\nDoes Figure 8 show an example input after the extractive stage or before?  Please clarify.\n\n---------------\nI have updated my scores as authors clarified most of my concerns.",1,1,1,1,1,1,1,1,1,-1
Hyg0vbWC--R2,"This paper proposes an approach to generating the first section of Wikipedia articles (and potentially entire articles).  \nFirst relavant paragraphs are extracted from reference documents and documents retrieved through search engine queries through a TD-IDF-based ranking.  Then abstractive summarization is performed using a modification of Transformer networks (Vasvani et al 2017).  A mixture of experts layer further improves performance.  \nThe proposed transformer decoder defines a distribution over both the input and output sequences using the same self-attention-based network.  On its own this modification improves perplexity (on longer sequences) but not the Rouge score; however the architecture enables memory-compressed attention which is more scalable to long input sequences.  It is claimed that the transformer decoder makes optimization easier but no complete explanation or justification of this is given.   Computing self-attention and softmaxes over entire input sequences will significantly increase the computational cost of training.  \n\nIn the task setup the information retrieval-based extractive stage is crucial to performance, but this contribution might be less important to the ICLR community.   It willl also be hard to reproduce without significant computational resources, even if the URLs of the dataset are made available.   The training data is significantly larger than the CNN/DailyMail single-document summarization dataset.  \n\nThe paper presents strong quantitative results and qualitative examples.   Unfortunately it is hard to judge the effectiveness of the abstractive model due to the scale of the experiments, especially with regards to the quality of the generated output in comparison to the output of the extractive stage.  \nIn some of the examples the system output seems to be significantly shorter than the reference, so it would be helpful to quantify this, as well how much the quality degrades when the model is forced to generate outputs of a given minimum length.   While the proposed approach is more scalable, it is hard to judge the extend of this.  \n\nSo while the performance of the overall system is impressive,   it is hard to judge the significance of the technical contribution made by the paper.  \n\n---\nThe additional experiments and clarifications in the updated version give substantially more evidence in support of the claims made by the paper, and I would like to see the paper accepted. \n",1,1,1,1,1,-1,1,1,1,1
Hyg0vbWC--R3,"The main significance of this paper is to propose the task of generating the lead section of Wikipedia articles by viewing it as a multi-document summarization problem.  Linked articles as well as the results of an external web search query are used as input documents, from which the Wikipedia lead section must be generated.  Further preprocessing of the input articles is required, using simple heuristics to extract the most relevant sections to feed to a neural abstractive summarizer.  A number of variants of attention mechanisms are compared, including the transofer-decoder, and a variant with memory-compressed attention in order to handle longer sequences.  The outputs are evaluated by ROUGE-L and test perplexity.   There is also a A-B testing setup by human evaluators to show that ROUGE-L rankings correspond to human preferences of systems, at least for large ROUGE differences. \n\nThis paper is quite original and clearly written.  The main strength is in the task setup with the dataset and the proposed input sources for generating Wikipedia articles.  The main weakness is that I would have liked to see more analysis and comparisons in the evaluation. \n\nEvaluation:\nCurrently, only neural abstractive methods are compared.  I would have liked to see the ROUGE performance of some current unsupervised multi-document extractive summarization methods, as well as some simple multi-document selection algorithms such as SumBasic.  Do redundancy cues which work for multi-document news summarization still work for this task? \n\nExtractiveness analysis:\nI would also have liked to see more analysis of how extractive the Wikipedia articles actually are, as well as how extractive the system outputs are.  Does higher extractiveness correspond to higher or lower system ROUGE scores?  This would help us understand the difficulty of the problem, and how much abstractive methods could be expected to help.  \n\nA further analysis which would be nice to do (though I have less clear ideas how to do it), would be to have some way to figure out which article types or which section types are amenable to this setup, and which are not.  \n\nI have some concern that extraction could do very well if you happen to find a related article in another website which contains encyclopedia-like or definition-like entries (e.g., Baidu, Wiktionary) which is not caught by clone detection.  In this case, the problem could become less interesting, as no real analysis is required to do well here. \n\nOverall, I quite like this line of work,  but I think the paper would be a lot stronger and more convincing with some additional work. \n\n----\nAfter reading the authors' response and the updated submission, I am satisfied that my concerns above have been adequately addressed in the new version of the paper.  This is a very nice contribution.\n",1,1,1,1,1,-1,1,1,1,-1
HyH9lbZAW-R1,"The authors adapts stochastic natural gradient methods for variational inference with structured inference networks.  The variational approximation proposed is similar to SVAE by Jonhson et al. (2016), but rather than directly using the global variable theta in the local approximation for x the authors propose to optimize a separate variational parameter.  The authors then extends and adapts the natural gradient method by Khan & Lin (2017) to optimize all the variational parameters.  In the experiments the authors generally show improved convergence over SVAE. \n\nThe idea seems promising  but it is still a bit unclear to me why removing dependence between global and local parameters that you know is there would lead to a better variational approximation.  The main motivation seems to be that it is easier to optimize. \n\n- In the last two sentences of the updates for \\theta_PGM you mention that you need to do SVI/VMP to compute the function \\eta_x\\theta.  Might this also suffer from non-convergence issues like you argue SVAE does?  Or do you simply mean that computation of this is exact using regular message passing/Kalman filter/forward-backward? \n- It was not clear to me why we should use a Gaussian approximation for the \\theta_NN parameters?  The prior might be Gaussian but the posterior is not?  Is this more of a simplifying assumption? \n- There has recently been interest in using inference networks as part of more flexible variational approximations for structured models.  Some examples of related work missing in this area is \""Variational Sequential Monte Carlo\"" by Naesseth et al. (2017) / \""Filtering Variational Objectives\"" by Maddison et al. (2017) / \""Auto-encoding sequential Monte Carlo\"" Le et al. (2017). \n-  Section 2.1, paragraph nr 5, \""algorihtm\"" -> \""algorithm\""\n",1,1,1,1,1,1,1,1,1,-1
HyH9lbZAW-R2,"This paper presents a variational inference algorithm for models that contain\ndeep neural network components and probabilistic graphical model (PGM)\ncomponents. \nThe algorithm implements natural-gradient message-passing where the messages\nautomatically reduce to stochastic gradients for the non-conjugate neural\nnetwork components.  The authors demonstrate the algorithm on a Gaussian mixture\nmodel and linear dynamical system where they show that the proposed algorithm\noutperforms previous algorithms.  Overall, I think that the paper proposes some\ninteresting ideas,  however, in its current form I do not think that the novelty\nof the contributions are clearly presented and that they are not thoroughly\nevaluated in the experiments. \n\nThe authors propose a new variational inference algorithm that handles models\nwith deep neural networks and PGM components.  However, it appears that the\nauthors rely heavily on the work of (Khan & Lin, 2017) that actually provides\nthe algorithm.  As far as I can tell this paper fits inference networks into\nthe algorithm proposed in (Khan & Lin, 2017) which boils down to i) using an\ninference network to generate potentials for a conditionally-conjugate\ndistribution  and ii) introducing new PGM parameters to decouple the inference\nnetwork from the model parameters.  These ideas are a clever solution to work\ninference networks into the message-passing algorithm of (Khan & Lin, 2017), \nbut I think the authors may be overselling these ideas as a brand new algorithm. \nI think if the authors sold the paper as an alternative to (Johnson, et al., 2016)\nthat doesn't suffer from the implicit gradient problem the paper would fit into\nthe existing literature better. \n\nAnother concern that I have is that there are a lot of conditiona-conjugacy\nassumptions baked into the algorithm that the authors only mention at the end\nof the presentation of their algorithm.  Additionally, the authors briefly state\nthat they can handle non-conjugate distributions in the model by just using\nconjugate distributions in the variational approximation.  Though one could do\nthis, the authors do not adequately show that one should, or that one can do this\nwithout suffering a lot of error in the posterior approximation.  I think that\nwithout an experiment the small section on non-conjugacy should be removed. \n\nFinally, I found the experimental evaluation to not thoroughly demonstrate the\nadvantages and disadvantages of the proposed algorithm.  The algorithm was applied\nto the two models originally considered in (Johnson, et al., 2016) and the\nproposed algorithm was shown to attain lower mean-square errors for the two\nmodels.  The experiments do not however demonstrate why the algorithm is\nperforming better.  For instance, is the (Johnson, et al., 2016) algorithm\nsuffering from the implicit gradient?  It also would have been great to have\nconsidered a model that the (Johnson, et. al., 2016) algorithm would not work\nwell on or could not be applied to show the added applicability of the proposed\nalgorithm. \n\nI also have some minor comments on the paper:\n- There are a lot of typos. \n- The first two sentences of the abstract do not really contribute anything to the paper.  What is a powerful model?  What is a powerful algorithm? \n- DNN was used in Section 2 without being defined. \n- Using p() as an approximate distribution in Section 3 is confusing notation \n  because p() was used for the distributions in the model",1,1,1,1,1,1,1,1,1,-1
HyH9lbZAW-R3,"The paper seems to be significant since it integrates PGM inference with deep models.  Specifically, the idea is to use the structure of the PGM to perform efficient inference.  A variational message passing approach is developed which performs natural-gradient updates for the PGM part and stochastic gradient updates for the deep model part.  Performance comparison is performed with an existing approach that does not utilize the PGM structure for inference. \nThe paper does a good job of explaining the challenges of inference, and provides a systematic approach to integrating PGMs with deep model updates.  As compared to the existing approach where the PGM parameters must converge before updating the DNN parameters, the proposed architecture does not require this, due to the re-parameterization which is an important contribution. \n\nThe motivation of the paper, and the description of its contribution as compared to existing methods can be improved. \ One of the main aspects it seems is generality, but the encodings are specific to 2 types PGMs. \ Can this be generalized to arbitrary PGM structures?  How about cases when computing Z is intractable?  Could the proposed approach be adapted to such cases.  I was not very sure as to why the proposed method is more general than existing approaches. \n\nRegarding the experiments, as mentioned in the paper the evaluation is performed on two fairly small scale datasets.  the approach shows that the proposed methods converge faster than existing methods.  However, I think there is value in the approach, and the connection between variational methods with DNNs is interesting.",1,1,1,1,1,-1,1,1,1,-1
HyHmGyZCZ-R1,"The paper suggests taking GloVe word vectors, adjust them, and then use a non-Euclidean similarity function between them.  The idea is tested on very small data sets (80 and 50 examples, respectively).  The proposed techniques are a combination of previously published steps, and the new algorithm fails to reach state-of-the-art on the tiny data sets. \n\nIt isn't clear what the authors are trying to prove, nor whether they have successfully proven what they are trying to prove . Is the point that GloVe is a bad algorithm?  That these steps are general?  If the latter, then the experimental results are far weaker than what I would find convincing.  Why not try on multiple different word embeddings?  What happens if you start with random vectors?  What happens when you try a bigger data set or a more complex problem?",1,1,1,1,1,-1,1,1,-1,-1
HyHmGyZCZ-R2,"This paper proposes a ranking-based similarity metric for distributional semantic models.  The main idea is to learn \""baseline\"" word embeddings, retrofitting those and applying localized centering, to then calculate similarity using a measure called \""Ranking-based Exponential Similarity Measure\"" (RESM), which is based on the recently proposed APSyn measure. \n\nI think the work has several important issues:\n\n1.  The work is very light on references.  There is a lot of previous work on evaluating similarity in word embeddings (e.g. Hill et al, a lot of the papers in RepEval workshops, etc.); specialization for similarity of word embeddings (e.g. Kiela et al., Mrksic et al., and many others); multi-sense embeddings (e.g. from Navigli's group); and the hubness problem (e.g. Dinu et al.). For the localized centering approach, Hara et al.'s introduced that method.  None of this work is cited, which I find inexcusable.\u2028\n\n2.  The evaluation is limited, in that the standard evaluations (e.g. SimLex would be a good one to add, as well as many others, please refer to the literature) are not used and there is no comparison to previous work.  The results are also presented in a confusing way, with the current state of the art results separate from the main results of the paper.  It is unclear what exactly helps, in which case, and why.\u2028\n\n3.  There are technical issues with what is presented, with some seemingly factual errors.  For example, \""In this case we could apply the inversion, however it is much more convinient [sic] to take the negative of distance.  Number 1 in the equation stands for the normalizing, hence the similarity is defined as follows\"" - the 1 does not stand for normalizing, that is the way to invert the cosine distance (put differently, cosine distance is 1-cosine similarity, which is a metric in Euclidean space due to the properties of the dot product).  Another example, \""are obtained using the GloVe vector, not using PPMI\"" - there are close relationships between what GloVe learns and PPMI, which the authors seem unaware of (see e.g. the GloVe paper and Omer Levy's work).\u2028\n\n4.  Then there is the additional question, why should we care?  The paper does not really motivate why it is important to score well on these tests: these kinds of tests are often used as ways to measure the quality of word embeddings, but in this case the main contribution is the similarity metric used *on top* of the word embeddings.  In other words, what is supposed to be the take-away, and why should we care? \n\nAs such, I do not recommend it for acceptance - it needs significant work before it can be accepted at a conference. \n\nMinor points:\n- Typo in Eq 10\n- Typo on page 6 (/cite instead of \\cite)",1,1,1,1,-1,1,1,1,1,1
HyHmGyZCZ-R3,"I hate to say that the current version of this paper is not ready, as it is poorly written.  The authors present some observations of the weaknesses of the existing vector space models and list a 6-step approach for refining existing word vectors (GloVe in this work), and test the refined vectors on 80 TOEFL questions and 50 ESL questions.  In addition to the incoherent presentation, the proposed method lacks proper justification.  Given the small size of the datasets, it is also unclear how generalizable the approach is. \n\nPros:\n  1. Experimental study on retrofitting existing word vectors for ESL and TOEFL lexical similarity datasets \n\nCons:\u000b  1. The paper is poorly written and the proposed methods are not well justified. \n  2. Results on tiny datasets\n",1,1,1,1,-1,-1,1,1,-1,-1
HyiAuyb0b-R1,"This paper includes several controlled empirical studies comparing MC and TD methods in predicting of value function with complex DNN function approximators.  Such comparison has been carried out both in theory and practice for simple low dimensional environments with linear (and RKHS) value function approximation showing how TD methods can have much better sample complexity and overall performance compared to pure MC methods.   This paper shows some results to the contrary when applying RL to complex perceptual observation space.  \n\nThe main results include:\n(1) In a rollout update a mix of MC and TD update (i.e. a rollout of > 1 and < horizon) outperforms either extreme.   This is inline with TD-lambda analysis in previous work.  \n(2) Pure MC methods can outperform TD methods when the rewards becomes noisy.  \n(3) TD methods can outperform pure MC methods when the return is mostly dominated by the reward in the terminal state. \n(4) MC methods tend to degrade less when the reward signal is delayed. \n(5) Somewhat surprising: MC methods seems to be on-par with TD methods when the reward is sparse and even longer than the rollout horizon. \n(6) MC methods can outperform TD methods with more complex and high dimensional perceptual inputs. \n\nThe authors conjecture that several of the above observations can be explained by the fact that the training target in MC methods is \""ground truth\"" and do not rely on bootstrapping from the current estimates as is done in a TD rollout.  They suggest that training on such signal can be beneficial when training deep models on complex perceptual input spaces. \n\nThe contributions of the paper are in parts surprising and overall interesting.  I believe there are far more caveats in this analysis than what is suggested in the paper and the authors should avoid over-generalizing the results based on a few domains and the analysis of a small set of algorithms.  Nonetheless I find the results interesting to the RL community and a starting point to further analysis of the MC methods (or adaptations of TD methods) that work better with image observation spaces.  Publishing the code, as the authors mentioned, would certainly help with that.  \n\nNotes:\n- I find the description of the Q_MC method presented in the paper very confusing and had to consult the reference to understand the details.  Adding a couple of equations on this would improve the readability of the paper. \n\n- The first mention of partial observability can be moved to the introduction. \n\n- Adding results for m=3 to table 2 would bring further insight to the comparison. \n\n- The results for the perceptual complexity experiment seem contradictory and inconclusive.  One would expect Q_MC to work well in Grid Map domain if the conjecture put forth by the authors was to hold universally. \n\n- In the study on reward sparsity, although a prediction horizon of 32 is less than the average steps needed to get to a rewarding state, a blind random walk might be enough to take the RL agent to a close-enough neighbourhood from which a greedy MC-based policy has a direct path to the goal.  What is missing from this picture is when a blind walk cannot reach such a state, e.g. when a narrow corridor is present in the environment.  Such a case cannot be resolved by a short horizon MC method.  In other words, a sparse reward setting is only \""difficult\"" if getting into a good neighbourhood requires long term planning and cannot be resolved by a (pseudo) blind random walk. \n\n- The extrapolation of the value function approximator can also contribute to why the limited horizon MC method can see beyond its horizon in a sparse reward setting.  That is, even if there is no way to reach a reward state in 32 steps, an MC value function approximation with horizon 32 can extrapolate from similar looking observed states that have a short path to a rewarding state, enough to be better than a blind random walk.  It would have been nice to experiment with increasing model complexity to study such effect.",1,1,1,1,1,1,1,1,1,1
HyiAuyb0b-R2,"This paper revisits a subject that I have not seen revisited empirically since the 90s: the relative performance of TD and Monte-Carlo style methods under different values for the rollout length.  Furthermore, the paper performs controlled experiments using the VizDoom environment to investigate the effect of a number of other environment characteristics, such as reward sparsity or perceptual complexity.  The most interesting and surprising result is that finite-horizon Monte Carlo performs competitively in most tasks (with the exception of problems where terminal states play a big role (it does not do well at all on Pong!), and simple gridworld-type representations), and outperforms TD approaches in many of the more interesting settings.   There is a really interesting experiment performed that suggests that this is the case due to finite-horizon MC having an easier time with learning perceptual representations.   They also show, as a side result, that the reward decomposition in Dosvitskiy & Koltun (oral presentation at ICLR 2017) is not necessary for learning a good policy in VizDoom.  \n\nOverall, I find the paper important for furthering the understanding of fundamental RL algorithms.   However, my main concern is regarding a confounding factor that may have influenced the results: Q_MC uses a multi-headed model, trained on different horizon lengths, whereas the other models seem to have a single prediction head.   May this helped Q_MC have better perceptual capabilities? \n\nA couple of other questions:\n- I couldn't find any mention of eligibility traces - why",1,1,1,1,1,-1,1,1,1,-1
HyiAuyb0b-R3,"The authors present a testing framework for deep RL methods in which difficulty can be controlled along a number of dimensions, including: reward delay, reward sparsity, episode length with terminating rewards, binary vs real rewards and perceptual complexity.  The authors then experiment with a variety of TD and MC based deep learners to explore which methods are most robust to increases in difficulty along these dimensions.  The key finding is that MC appears to be more robust than TD in a number of ways, and in particular the authors link this to domains with greater perceptual challenges.  \n\nThis is a well motivated and explained paper, in which a research agenda is clearly defined and evaluated carefully with the results reflected on thoughtfully and with intuition.  The authors discover some interesting characteristics of MC based Deep-RL which may influence future work in this area, and dig down a little to uncover the principles a little.  The testing framework will be made public too, which adds to the value of this paper.  I recommend the paper for acceptance and expect it will garner interest from the community. \n\nDetailed comments\n  \u2022 [p4, basic health gathering task] \""The goal is to survive and maintain as much health\nas possible by collecting health kits... The reward is +1 when the agent collects a health kit and 0 otherwise. \"" The reward suggests that the goal is to collect as many health kits as possible, for which surviving and maintaining health are secondary. \n  \u2022 [p4, Delayed rewards] It might be interesting to have a delay sampled from a distribution with some known mean.  Otherwise, the structure of the environment might support learning even when the reward delay would otherwise not. \n  \u2022 [p4, Sparse rewards] I am not sure it is fair to say that the general difficulty is kept fixed.  Rather, the average achievable reward for an oracle (that knows whether health packs are) is fixed. \n  \u2022 [p6] \""Dosovitskiy & Koltun (2017) have not tested DFP on Atari games. \"" Probably fairer/safer to say: did not report results on Atari games.\n",1,1,1,1,1,-1,1,1,1,1
HyiS6k-CW-R1,"OVERVIEW: The authors present results from several state-of-the-art generative models trained on a facial dataset for learning a general facial identity space.  \n\nSTRENGTHS: The paper in general is well written and easy to ready. I appreciate the idea of the Turing test and qualitative results presented are quite impressive. Also, the use of  diverse state-of-the-art generative models is also a strong point.   \n\nWEAKNESSES: While the strengths mentioned above are obvious I had the impression through the whole paper that a whole part is missing.  My list of concerns are the following: \n\n    The authors state as their first contribution the presentation of a novel dataset.  This is nice  but I see the data is actually already available as the photographic work of an artist.  So what's the authors' contribution?  As I understand from the paper it is just compiling this already available data. \n    The major problem of this paper in my opinion is the total lack of technical details.  In this sense the results cannot by any means by reproduced.  While the authors use a set of very novel generative models  there is absolutely no detail on how do they train them.  We are just shown some very impressive qualitative results which are indeed admirable but without further details I cannot judge them as true or not.  I strongly recommend to the authors, to provide technical details of topologies used, hyper parameters and any other important detail that would help a third party research to reproduce these results.  \n    Also it is really hard to understand how could they obtain such impressive result by doing an unsupervised training on a dataset containing 3353 samples taking into account the high capacity of the models they are using.  \n    In section 2.1 the authors mention that facial landmarks have been detected using a 'pre-trained ensemble-of-regresion-trees detector (Gerbrands, 1981)'.  I know very well the facial alignment literature and I do not understand this reference.  This I do not think is a reference to a facial alignment method bu t rather a set of general purpose linear algebra methods.  \n\nTaking into account this major weaknesses I cannot accept this paper and I do not think it is worth discussing results and applications in Sections 3,4,5 before authors detail, explain and clarify how exactly they have obtained these results.",1,1,1,1,1,-1,1,1,1,1
HyiS6k-CW-R2,"This paper proposes a new space for reasoning about human identity.  It proposes a new dataset based on an artist's work, and compares existing methods in terms of the realism of the synthetic faces they can create.  \n\nPros:\n+ The results are very pleasing visually. \n+ The authors show that one of the existing methods can fairly successfully fool humans to believe its synthetic results are actual human faces. \n\nCons:\n- There is no new methodology proposed. \n- If the main contribution is the dataset, perhaps the claim that it is \""uniquely diverse\"" could be justified with some quantitative arguments / statistics, comparing to other datasets.  \n- Since there are existing methods to generate images from a textual description (e.g. Zhang ICCV 2017, \""StackGAN\""), Fig. 10 merits a comparison to those. \n- It would have been convincing to see an experiment showing actual use of the proposed method for navigating the face space, e.g. for finding criminals based on a description. \n\nQuestions:\n- \""Inventing plausible fine details while preserving identity\"" -- since identity is created and there is no ground truth, where does the line between \""fine detail\"" and \""new identity\"" lie? \n- Some notation is not defined in the equation on the last page.",1,1,1,1,1,1,1,1,1,-1
HyiS6k-CW-R3,"This paper investigates identity space learning with well-controlled variations using an artistic portraits dataset.  Especially, the authors propose a visual Turing test to evaluate the synthesize quality of three generative models: WGAN-GP, DFC-VAE, and Pixel VAE. \n\nThe submission has following PROS:\n\n+ The proposed visual Turing test provides a novel solution to evaluate the generation quality.  The test not only distinguishes real from synthesized faces but also evaluates the observer ability by determining whether the observer is a human.  This is a merit compared with existing protocols used in generation evaluation.  \n\n+ The generated face images are very impressive, especially the improved 512x512-pixel outputs. \n\n+ The paper presents a promising application in police composite sketching, which can significantly improve human-in-the-loop search in face modeling.  \n\nHowever, the submission also suffers from multiple CONS:\n\n- The novelty of this paper is limited.  The only novelty I can pinpoint is the proposed visual Turing test.  The dataset, as well as all investigated models/approaches, are existing work.  The visual Turing test is interesting but not concrete enough to support an ICLR publication. \n\n- A very small dataset (3,300 subjects and 3,353 images) is used in the whole investigation.  It is doubtful that the conclusion or results obtained in this small dataset could be scaled up to real-world applications or datasets (millions of subjects and images).  It would be favorable to empirically prove this by designing additional experiments. \n\n- Missing details.  \n(a)In section 4, how to use formal method (Ledig et al., 2016) to enlarge the portrait from 64x64 to 512x512 is unclear. \n(b) Lacking details of the model setups and training strategies.  The generation models are usually highly sensitive to details settings.  The readers can hardly reproduce the results or evaluate possible performance by reading the paper.  \n(c) If the paper length is limited, a supplementary material about those details would be preferred. \n\n- Typos.\n(a) Page 7, \""Figure 8 shows the seeds and example images for 10 rounds...\""  \n----> Figure 8 should be Figure 10\n(b) Page 4, \""yet is is unclear how many pixels are required...\""\n----> yet is is",1,1,1,1,1,1,1,1,1,1
